OBJECTID,FEATURE_TYPE,INDUSTRY_ID,STATION_NAME,STATION_OWNER,STATION_DESCRIPTION,STATION_ADDRESS,STATION_SUBURB,STATION_POSTCODE,STATION_STATE,OPERATIONAL_STATUS,SPATIAL_CONFIDENCE,GNAF_ASSIGNMENT_METHOD,STATION_REVISED_DATE,GNAF_FORMATTED_ADDRESS,GNAF_ADDRESS_DETAIL_PID,GNAF_CONFIDENCE,GNAF_SUBURB,GNAF_POSTCODE,DISTANCE_TO_GNAF
5378,PETROL STATION,,ULLADULLA INDEPENDENT SERVO,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,197 PRINCES HIGHWAY,ULLADULLA ,2539,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,197 PRINCES HIGHWAY,GANSW706162018,2,ULLADULLA,2539,64.4
5379,PETROL STATION,,BP DUNDAS,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,256 KISSING POINT ROAD,DUNDAS ,2117,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,256 KISSING POINT ROAD,GANSW717117078,1,DUNDAS VALLEY,2117,16.7
5380,PETROL STATION,,METRO BELMORE,METRO FUEL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,607 CANTERBURY ROAD,BELMORE ,2192,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,607 CANTERBURY ROAD,GANSW704076803,1,BELMORE,2192,0
5381,PETROL STATION,,CALTEX WOOLWORTHS PORT MACQUARIE,CALTEX WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 BAY STREET,PORT MACQUARIE,2444,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,1 BAY STREET,GANSW720146950,1,PORT MACQUARIE,2444,3.7
5382,PETROL STATION,,GLEN ARTNEY TRUCK REPAIRS,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,55-67 ARMSTRONG STREET,WESTDALE ,2340,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,55-67 ARMSTRONG STREET,GANSW717322434,1,WESTDALE,2340,3.3
5383,PETROL STATION,,7-ELEVEN ST IVES,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,157-159 MONA VALE ROAD,ST IVES,2075,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,157-159 MONA VALE ROAD,GANSW717620136,2,ST IVES,2075,6
5384,PETROL STATION,,INDEPENDENT URANA,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,48 WILLIAM STREET,URANA ,2645,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,48 WILLIAM STREET,GANSW712733331,1,URANA,2645,26.1
5385,PETROL STATION,,CALTEX DUNGOG,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,23 HOOKE STREET,DUNGOG ,2420,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,23 HOOKE STREET,GANSW717375220,0,DUNGOG,2420,0
5386,PETROL STATION,,ULTRA HARDEN,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,379 ALBURY STREET,HARDEN ,2587,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,379 ALBURY STREET,GANSW718348619,2,HARDEN,2587,0
5387,PETROL STATION,,UNITED PETROLEUM YAGOONA,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,100 ROOKWOOD ROAD,YAGOONA ,2199,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,100 ROOKWOOD ROAD,GANSW706605544,1,YAGOONA,2199,9.6
5388,PETROL STATION,,7-ELEVEN KINGS PARK,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,363 VARDYS ROAD,KINGS PARK,2148,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,363 VARDYS ROAD,GANSW705100986,0,KINGS PARK,2148,2.4
5389,PETROL STATION,,METRO PETROLEUM ALFREDTOWN,METRO FUEL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,3012 STURT HIGHWAY,ALFREDTOWN ,2650,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,3012 STURT HIGHWAY,GANSW712756057,2,ALFREDTOWN,2650,26.7
5390,PETROL STATION,,INDEPENDENT MIRRABOOKA,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,69 FISHERY POINT ROAD,MIRRABOOKA ,2264,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,69 FISHERY POINT ROAD,GANSW705400978,2,MIRRABOOKA,2264,0
5391,PETROL STATION,,CALTEX WOOLWORTHS SCONE,CALTEX WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,254 KELLY STREET,SCONE ,2337,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,254 KELLY STREET,GANSW717705398,0,SCONE,2337,1
5392,PETROL STATION,,UNITED TAREE DEPOT,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,85 MULDOON STREET,TAREE ,2430,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,85 MULDOON STREET,GANSW712109322,2,TAREE,2430,0
5393,PETROL STATION,,METRO CANLEY HEIGHTS,METRO FUEL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,190 CANLEY VALE ROAD,CANLEY HEIGHTS,2166,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,190 CANLEY VALE ROAD,GANSW706573787,2,CANLEY HEIGHTS,2166,0
5394,PETROL STATION,,COLES EXPRESS BROADMEADOW,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 BRUNKER ROAD,BROADMEADOW ,2292,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,2 BRUNKER ROAD,GANSW711916765,1,BROADMEADOW,2292,0.1
5395,PETROL STATION,,METRO EDEN,METRO FUEL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,26 MITCHELL STREET,EDEN ,2551,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,26 MITCHELL STREET,GANSW712575099,0,EDEN,2551,0
5396,PETROL STATION,,7-ELEVEN BATHURST,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,269 STEWART STREET,BATHURST ,2795,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,269 STEWART STREET,GANSW713018379,2,BATHURST,2795,8.6
5397,PETROL STATION,,CALTEX WOOLWORTHS SALAMANDER BAY,CALTEX WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,19 BAGNALL BEACH ROAD,SALAMANDER BAY,2317,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,19 BAGNALL BEACH ROAD,GANSW719805895,1,SALAMANDER BAY,2317,11
5398,PETROL STATION,,REEL (TARALGA) PTY LTD,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,58 BUNNABY STREET,TARALGA ,2580,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,58 BUNNABY STREET,GANSW717325256,0,TARALGA,2580,16.5
5399,PETROL STATION,,7-ELEVEN CAMPERDOWN,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,198 PARRAMATTA ROAD,CAMPERDOWN ,2038,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,198 PARRAMATTA ROAD,GANSW703916527,1,ANNANDALE,2038,13.2
5400,PETROL STATION,,BP COFFS HARBOUR,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,380 PACIFIC HIGHWAY,COFFS HARBOUR,2450,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,380 PACIFIC HIGHWAY,GANSW705528104,1,NORTH BOAMBEE VALLEY,2450,197.2
5401,PETROL STATION,,AMPOL CASTLEREAGH,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1141 CASTLEREAGH ROAD,CASTLEREAGH ,2749,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,1141 CASTLEREAGH ROAD,GANSW712807771,0,CASTLEREAGH,2749,7
5402,PETROL STATION,,MALLANGANEE GARAGE,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,18 SANDILANDS STREET,MALLANGANEE ,2469,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,18 SANDILANDS STREET,GANSW716762694,1,MALLANGANEE,2469,0
5403,PETROL STATION,,7-ELEVEN MCGRATHS HILL,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,142 WINDSOR ROAD,MCGRATHS HILL,2756,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,142 WINDSOR ROAD,GANSW706497416,1,MCGRATHS HILL,2756,0
5404,PETROL STATION,,COLES EXPRESS TUMUT,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,168-170 SNOWY MOUNTAINS HIGHWAY,TUMUT ,2720,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,168-170 SNOWY MOUNTAINS HIGHWAY,GANSW716742479,1,TUMUT,2720,0
5405,PETROL STATION,,7-ELEVEN EMU PLAINS,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,49-51 GREAT WESTERN HIGHWAY,EMU PLAINS,2750,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,49-51 GREAT WESTERN HIGHWAY,GANSW717618908,1,EMU PLAINS,2750,0.1
5406,PETROL STATION,,ASHFORD SERVICE STATION,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,27 DUFF STREET,ASHFORD ,2361,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,27 DUFF STREET,GANSW703957280,2,ASHFORD,2361,0
5407,PETROL STATION,,RIVERVIEW SERVICE CENTRE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,595 OCEAN DRIVE,NORTH HAVEN,2443,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,595 OCEAN DRIVE,GANSW705536780,1,NORTH HAVEN,2443,21.1
5408,PETROL STATION,,SHELL COONAMBLE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,121 CASTLEREAGH STREET,COONAMBLE ,2829,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,121 CASTLEREAGH STREET,GANSW716871522,1,COONAMBLE,2829,0
5409,PETROL STATION,,BP ALBION PARK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,UNIT 1 83 PRINCES HIGHWAY,ALBION PARK,2527,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,UNIT 1 83 PRINCES HIGHWAY,GANSW712392762,0,ALBION PARK RAIL,2527,0
5410,PETROL STATION,,RED SPOT EXPRESS PEAK HILL,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,123-125 CASWELL STREET,PEAK HILL,2869,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,123-125 CASWELL STREET,GANSW713083609,0,PEAK HILL,2869,0
5411,PETROL STATION,,BP SOUTH GRAFTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,26 SKINNER STREET,SOUTH GRAFTON,2460,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,26 SKINNER STREET,GANSW712224781,1,SOUTH GRAFTON,2460,0.1
5412,PETROL STATION,,AMPOL WOOLWORTHS METRO NEUTRAL BAY,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,16-38 MILITARY ROAD,NEUTRAL BAY,2089,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,16-38 MILITARY ROAD,GANSW705494639,0,NEUTRAL BAY,2089,0
5413,PETROL STATION,,BP GUILDFORD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,257 GUILDFORD ROAD,GUILDFORD ,2161,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,257 GUILDFORD ROAD,GANSW716733575,1,GUILDFORD,2161,11.5
5414,PETROL STATION,,METRO PETROLEUM BETHUNGRA,METRO FUEL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,54 BAYLIS STREET,BETHUNGRA ,2590,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,54 BAYLIS STREET,GANSW717666477,2,BETHUNGRA,2590,0
5415,PETROL STATION,,CALTEX WOOLWORTHS CARDIFF,CALTEX WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,43 MACQUARIE ROAD,CARDIFF ,2285,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,43 MACQUARIE ROAD,GANSW704315379,1,CARDIFF,2285,9.7
5416,PETROL STATION,,PUMA CASINO,PUMA ENERGY,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,37 JOHNSTON STREET,CASINO ,2470,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,37 JOHNSTON STREET,GANSW704327158,1,CASINO,2470,0
5417,PETROL STATION,,PEARL ENERGY,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,86-88 MACINTOSH STREET,FORSTER ,2428,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,86-88 MACINTOSH STREET,GANSW704784640,1,FORSTER,2428,0
5418,PETROL STATION,,7-ELEVEN BLIGH PARK,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,735 GEORGE STREET,BLIGH PARK,2756,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,735 GEORGE STREET,GANSW706385033,1,SOUTH WINDSOR,2756,214.2
5419,PETROL STATION,,ENHANCE GERRINGONG,ENHANCE,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,142 FERN STREET,GERRINGONG ,2534,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,142 FERN STREET,GANSW704788590,0,GERRINGONG,2534,0
5420,PETROL STATION,,COLES EXPRESS BOMADERRY,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,271 PRINCES HIGHWAY,BOMADERRY ,2541,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,271 PRINCES HIGHWAY,GANSW718543873,0,BOMADERRY,2541,9.5
5421,PETROL STATION,,BP LOFTUS,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,127 LOFTUS AVENUE,LOFTUS ,2232,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,127 LOFTUS AVENUE,GANSW705237382,1,LOFTUS,2232,0
5422,PETROL STATION,,AMPOL QUEANBEYAN BUNGENDORE RD,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,84 MACQUOID STREET,QUEANBEYAN EAST,2620,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,84 MACQUOID STREET,GANSW717035076,1,QUEANBEYAN EAST,2620,57.2
5423,PETROL STATION,,7-ELEVEN REGENTVILLE,7-ELEVEN,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,36 MULGOA ROAD,REGENTVILLE ,2745,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,36 MULGOA ROAD,GANSW705789835,1,REGENTVILLE,2745,6.4
5424,PETROL STATION,,COLES EXPRESS BULAHDELAH,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,42 BULAHDELAH WAY,BULAHDELAH ,2423,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,42 BULAHDELAH WAY,GANSW718527241,1,BULAHDELAH,2423,13.6
5425,PETROL STATION,,MOBIL SALAMANDER BAY,MOBIL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,15 BAGNALL BEACH ROAD,SALAMANDER BAY,2317,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,15 BAGNALL BEACH ROAD,GANSW719804011,1,SALAMANDER BAY,2317,0
5426,PETROL STATION,,NORRIS PARK IGA - MOGAS,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,545 UNION ROAD,NORTH ALBURY,2640,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,545 UNION ROAD,GANSW706638535,2,NORTH ALBURY,2640,9.4
5427,PETROL STATION,,BARRABA FOOD AND FUEL,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,21 QUEEN STREET,BARRABA ,2347,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,21 QUEEN STREET,GANSW712072176,0,BARRABA,2347,0
5428,PETROL STATION,,CALTEX WOOLWORTHS KOGARAH,CALTEX WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,69 PRINCES HIGHWAY,KOGARAH ,2217,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,69 PRINCES HIGHWAY,GANSW705121010,2,KOGARAH,2217,10.9
5429,PETROL STATION,,AMPOL QUEANBEYAN LAYNON DRIVE,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 SURACI PLACE,QUEANBEYAN WEST,2620,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,1 SURACI PLACE,GANSW717039074,1,QUEANBEYAN WEST,2620,0
5430,PETROL STATION,,ENHANCE BENANDARAH,ENHANCE,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,10876 PRINCES HIGHWAY,BENANDARAH ,2536,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,10876 PRINCES HIGHWAY,GANSW704090688,2,BENANDARAH,2536,16.6
5431,PETROL STATION,,METRO FUEL REGENTS PARK,METRO FUEL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,360 PARK ROAD,REGENTS PARK,2143,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,360 PARK ROAD,GANSW718135502,0,REGENTS PARK,2143,0.1
5432,PETROL STATION,,CALTEX EAST BALLINA,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,30 LINKS AVENUE,EAST BALLINA,2478,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,30 LINKS AVENUE,GANSW717103521,1,EAST BALLINA,2478,1.6
5433,PETROL STATION,,METRO ISLINGTON,METRO FUEL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,144 MAITLAND ROAD,ISLINGTON ,2296,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,144 MAITLAND ROAD,GANSW711880641,0,ISLINGTON,2296,0
5434,PETROL STATION,,AMPOL WOOLWORTHS COOGEE SOUTH,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,169-173 MALABAR ROAD,SOUTH COOGEE,2034,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,169-173 MALABAR ROAD,GANSW715963220,0,SOUTH COOGEE,2034,0
5435,PETROL STATION,,INDEPENDENT WINGHAM,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1325 GLOUCESTER ROAD,WINGHAM ,2429,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,1325 GLOUCESTER ROAD,GANSW715541440,2,WINGHAM,2429,0
5436,PETROL STATION,,AVS FUEL LOCKHART,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,57 URANA STREET,LOCKHART ,2656,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,57 URANA STREET,GANSW705238426,2,LOCKHART,2656,0
5437,PETROL STATION,,BP SHALVEY,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,481 LUXFORD ROAD,SHALVEY ,2770,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,481 LUXFORD ROAD,GANSW705901908,1,SHALVEY,2770,0
5438,PETROL STATION,,METRO PUNCHBOWL,METRO FUEL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,10-12 PARK AVENUE,PUNCHBOWL ,2196,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,10-12 PARK AVENUE,GANSW717962519,0,PUNCHBOWL,2196,0
5439,PETROL STATION,,EJ STOP N SAVE,INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,9 DAVIES ROAD,PADSTOW ,2211,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,9 DAVIES ROAD,GANSW705628569,1,PADSTOW,2211,0
5440,PETROL STATION,,SHELL KURRI KURRI,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,307 LANG STREET,KURRI KURRI,2327,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,307 LANG STREET,GANSW712014580,1,KURRI KURRI,2327,223.2
5441,PETROL STATION,,ENHANCE HOMEBUSH,ENHANCE,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,242 PARRAMATTA ROAD,HOMEBUSH ,2140,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,242 PARRAMATTA ROAD,GANSW711036411,0,HOMEBUSH,2140,0
5442,PETROL STATION,,CALTEX MOUNT COLAH,CALTEX WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,603 PACIFIC HIGHWAY,MOUNT COLAH,2079,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,603 PACIFIC HIGHWAY,GANSW706493644,2,MOUNT COLAH,2079,0
5443,PETROL STATION,,CALTEX ALSTONVILLE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,73 MAIN STREET,ALSTONVILLE ,2477,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,73 MAIN STREET,GANSW718532432,2,ALSTONVILLE,2477,0
5444,PETROL STATION,,CALTEX POLOFLAT,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 GEEBUNG STREET,POLO FLAT,2630,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,2 GEEBUNG STREET,GANSW706597421,2,POLO FLAT,2630,22.3
5445,PETROL STATION,,COLES EXPRESS DURAL,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,592-596 OLD NORTHERN ROAD,DURAL ,2158,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,592-596 OLD NORTHERN ROAD,GANSW717404140,1,DURAL,2158,0
5446,PETROL STATION,,AMPOL WOOLWORTHS METRO LANE COVE WEST,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,UNIT 1 237-245 BURNS BAY ROAD,LANE COVE,2066,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,UNIT 1 237-245 BURNS BAY ROAD,GANSW718900639,0,LANE COVE WEST,2066,0
5447,PETROL STATION,,LOWES COOLAH,LOWES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,72 CUNNINGHAM STREET,COOLAH ,2843,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,72 CUNNINGHAM STREET,GANSW713036514,1,COOLAH,2843,0.1
5448,PETROL STATION,,COLES EXPRESS QUEANBEYAN,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 HIGH STREET,QUEANBEYAN EAST,2620,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,2 HIGH STREET,GANSW717034159,2,QUEANBEYAN EAST,2620,14.6
5449,PETROL STATION,,APEX PETROLEUM (WEST RYDE),INDEPENDENT,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,898-902 VICTORIA ROAD,WEST RYDE,2114,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,898-902 VICTORIA ROAD,GANSW710877734,2,WEST RYDE,2114,7
5450,PETROL STATION,,BP NEMINGHA,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,464-468 ARMIDALE ROAD,NEMINGHA ,2340,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,464-468 ARMIDALE ROAD,GANSW717611777,1,NEMINGHA,2340,17.6
5451,PETROL STATION,,BP BROADWATER,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,171-173 PACIFIC HIGHWAY,BROADWATER ,2472,NSW,OPERATIONAL,1,GNAF ADDRESS MATCH,,171-173 PACIFIC HIGHWAY,GANSW717457724,0,BROADWATER,2472,0
