Month,Product,SalesValue,FuelCode
Jul 2019,Diesel oil: total (ML),2481.2,DL
Aug 2019,Diesel oil: total (ML),2512.2,DL
Sep 2019,Diesel oil: total (ML),2474.9,DL
Oct 2019,Diesel oil: total (ML),2595.2,DL
Nov 2019,Diesel oil: total (ML),2607.0,DL
Dec 2019,Diesel oil: total (ML),2480.8,DL
Jan 2020,Diesel oil: total (ML),2358.5,DL
Feb 2020,Diesel oil: total (ML),2349.7,DL
Mar 2020,Diesel oil: total (ML),2644.9,DL
Apr 2020,Diesel oil: total (ML),2160.5,DL
May 2020,Diesel oil: total (ML),2450.5,DL
Jun 2020,Diesel oil: total (ML),2438.8,DL
Jul 2020,Diesel oil: total (ML),2413.9,DL
Aug 2020,Diesel oil: total (ML),2363.7,DL
Sep 2020,Diesel oil: total (ML),2459.4,DL
Oct 2020,Diesel oil: total (ML),2587.8,DL
Nov 2020,Diesel oil: total (ML),2673.9,DL
Dec 2020,Diesel oil: total (ML),2449.4,DL
Jan 2021,Diesel oil: total (ML),2294.9,DL
Feb 2021,Diesel oil: total (ML),2350.5,DL
Mar 2021,Diesel oil: total (ML),2628.0,DL
Apr 2021,Diesel oil: total (ML),2597.4,DL
May 2021,Diesel oil: total (ML),2746.9,DL
Jun 2021,Diesel oil: total (ML),2620.0,DL
Jul 2021,Diesel oil: total (ML),2548.3,DL
Aug 2021,Diesel oil: total (ML),2565.7,DL
Sep 2021,Diesel oil: total (ML),2527.9,DL
Oct 2021,Diesel oil: total (ML),2706.6,DL
Nov 2021,Diesel oil: total (ML),2673.4,DL
Dec 2021,Diesel oil: total (ML),2687.1,DL
Jan 2022,Diesel oil: total (ML),2392.8,DL
Feb 2022,Diesel oil: total (ML),2463.8,DL
Mar 2022,Diesel oil: total (ML),2719.7,DL
Apr 2022,Diesel oil: total (ML),2420.1,DL
May 2022,Diesel oil: total (ML),2668.1,DL
Jun 2022,Diesel oil: total (ML),2700.5,DL
Jul 2022,Diesel oil: total (ML),2571.5,DL
Aug 2022,Diesel oil: total (ML),2719.3,DL
Sep 2022,Diesel oil: total (ML),2648.8,DL
Oct 2022,Diesel oil: total (ML),2542.1,DL
Nov 2022,Diesel oil: total (ML),2797.3,DL
Dec 2022,Diesel oil: total (ML),2782.7,DL
Jan 2023,Diesel oil: total (ML),2486.0,DL
Feb 2023,Diesel oil: total (ML),2517.2,DL
Mar 2023,Diesel oil: total (ML),2837.6,DL
Apr 2023,Diesel oil: total (ML),2606.9,DL
May 2023,Diesel oil: total (ML),2897.4,DL
Jun 2023,Diesel oil: total (ML),2703.0,DL
Jul 2023,Diesel oil: total (ML),2657.3,DL
Aug 2023,Diesel oil: total (ML),2792.7,DL
Sep 2023,Diesel oil: total (ML),2669.6,DL
Oct 2023,Diesel oil: total (ML),2889.3,DL
Nov 2023,Diesel oil: total (ML),2887.5,DL
Dec 2023,Diesel oil: total (ML),2629.5,DL
Jan 2024,Diesel oil: total (ML),2595.5,DL
Feb 2024,Diesel oil: total (ML),2670.1,DL
Mar 2024,Diesel oil: total (ML),2764.8,DL
Apr 2024,Diesel oil: total (ML),2740.1,DL
May 2024,Diesel oil: total (ML),3005.3,DL
Jun 2024,Diesel oil: total (ML),2657.0,DL
Jul 2024,Diesel oil: total (ML),2795.7,DL
Aug 2024,Diesel oil: total (ML),2784.0,DL
Sep 2024,Diesel oil: total (ML),2766.3,DL
Oct 2024,Diesel oil: total (ML),2994.6,DL
Nov 2024,Diesel oil: total (ML),2921.1,DL
Dec 2024,Diesel oil: total (ML),2723.9,DL
Jan 2025,Diesel oil: total (ML),2564.8,DL
Feb 2025,Diesel oil: total (ML),2525.0,DL
Jul 2010,Diesel oil: premium diesel (ML),,PDL
Aug 2010,Diesel oil: premium diesel (ML),,PDL
Sep 2010,Diesel oil: premium diesel (ML),,PDL
Oct 2010,Diesel oil: premium diesel (ML),,PDL
Nov 2010,Diesel oil: premium diesel (ML),,PDL
Dec 2010,Diesel oil: premium diesel (ML),,PDL
Jan 2011,Diesel oil: premium diesel (ML),,PDL
Feb 2011,Diesel oil: premium diesel (ML),,PDL
Mar 2011,Diesel oil: premium diesel (ML),,PDL
Apr 2011,Diesel oil: premium diesel (ML),,PDL
May 2011,Diesel oil: premium diesel (ML),,PDL
Jun 2011,Diesel oil: premium diesel (ML),,PDL
Jul 2011,Diesel oil: premium diesel (ML),,PDL
Aug 2011,Diesel oil: premium diesel (ML),,PDL
Sep 2011,Diesel oil: premium diesel (ML),,PDL
Oct 2011,Diesel oil: premium diesel (ML),,PDL
Nov 2011,Diesel oil: premium diesel (ML),,PDL
Dec 2011,Diesel oil: premium diesel (ML),,PDL
Jan 2012,Diesel oil: premium diesel (ML),,PDL
Feb 2012,Diesel oil: premium diesel (ML),,PDL
Mar 2012,Diesel oil: premium diesel (ML),,PDL
Apr 2012,Diesel oil: premium diesel (ML),,PDL
May 2012,Diesel oil: premium diesel (ML),,PDL
Jun 2012,Diesel oil: premium diesel (ML),,PDL
Jul 2012,Diesel oil: premium diesel (ML),,PDL
Aug 2012,Diesel oil: premium diesel (ML),,PDL
Sep 2012,Diesel oil: premium diesel (ML),,PDL
Oct 2012,Diesel oil: premium diesel (ML),,PDL
Nov 2012,Diesel oil: premium diesel (ML),,PDL
Dec 2012,Diesel oil: premium diesel (ML),,PDL
Jan 2013,Diesel oil: premium diesel (ML),,PDL
Feb 2013,Diesel oil: premium diesel (ML),,PDL
Mar 2013,Diesel oil: premium diesel (ML),,PDL
Apr 2013,Diesel oil: premium diesel (ML),,PDL
May 2013,Diesel oil: premium diesel (ML),,PDL
Jun 2013,Diesel oil: premium diesel (ML),,PDL
Jul 2013,Diesel oil: premium diesel (ML),,PDL
Aug 2013,Diesel oil: premium diesel (ML),,PDL
Sep 2013,Diesel oil: premium diesel (ML),,PDL
Oct 2013,Diesel oil: premium diesel (ML),,PDL
Nov 2013,Diesel oil: premium diesel (ML),,PDL
Dec 2013,Diesel oil: premium diesel (ML),,PDL
Jan 2014,Diesel oil: premium diesel (ML),,PDL
Feb 2014,Diesel oil: premium diesel (ML),,PDL
Mar 2014,Diesel oil: premium diesel (ML),,PDL
Apr 2014,Diesel oil: premium diesel (ML),,PDL
May 2014,Diesel oil: premium diesel (ML),,PDL
Jun 2014,Diesel oil: premium diesel (ML),,PDL
Jul 2014,Diesel oil: premium diesel (ML),,PDL
Aug 2014,Diesel oil: premium diesel (ML),,PDL
Sep 2014,Diesel oil: premium diesel (ML),,PDL
Oct 2014,Diesel oil: premium diesel (ML),,PDL
Nov 2014,Diesel oil: premium diesel (ML),,PDL
Dec 2014,Diesel oil: premium diesel (ML),,PDL
Jan 2015,Diesel oil: premium diesel (ML),,PDL
Feb 2015,Diesel oil: premium diesel (ML),,PDL
Mar 2015,Diesel oil: premium diesel (ML),,PDL
Apr 2015,Diesel oil: premium diesel (ML),,PDL
May 2015,Diesel oil: premium diesel (ML),,PDL
Jun 2015,Diesel oil: premium diesel (ML),,PDL
Jul 2015,Diesel oil: premium diesel (ML),,PDL
Aug 2015,Diesel oil: premium diesel (ML),,PDL
Sep 2015,Diesel oil: premium diesel (ML),,PDL
Oct 2015,Diesel oil: premium diesel (ML),,PDL
Nov 2015,Diesel oil: premium diesel (ML),,PDL
Dec 2015,Diesel oil: premium diesel (ML),,PDL
Jan 2016,Diesel oil: premium diesel (ML),,PDL
Feb 2016,Diesel oil: premium diesel (ML),,PDL
Mar 2016,Diesel oil: premium diesel (ML),,PDL
Apr 2016,Diesel oil: premium diesel (ML),,PDL
May 2016,Diesel oil: premium diesel (ML),,PDL
Jun 2016,Diesel oil: premium diesel (ML),,PDL
Jul 2016,Diesel oil: premium diesel (ML),,PDL
Aug 2016,Diesel oil: premium diesel (ML),,PDL
Sep 2016,Diesel oil: premium diesel (ML),,PDL
Oct 2016,Diesel oil: premium diesel (ML),,PDL
Nov 2016,Diesel oil: premium diesel (ML),,PDL
Dec 2016,Diesel oil: premium diesel (ML),,PDL
Jan 2017,Diesel oil: premium diesel (ML),,PDL
Feb 2017,Diesel oil: premium diesel (ML),,PDL
Mar 2017,Diesel oil: premium diesel (ML),,PDL
Apr 2017,Diesel oil: premium diesel (ML),,PDL
May 2017,Diesel oil: premium diesel (ML),,PDL
Jun 2017,Diesel oil: premium diesel (ML),,PDL
Jul 2017,Diesel oil: premium diesel (ML),,PDL
Aug 2017,Diesel oil: premium diesel (ML),,PDL
Sep 2017,Diesel oil: premium diesel (ML),,PDL
Oct 2017,Diesel oil: premium diesel (ML),,PDL
Nov 2017,Diesel oil: premium diesel (ML),,PDL
Dec 2017,Diesel oil: premium diesel (ML),,PDL
Jan 2018,Diesel oil: premium diesel (ML),,PDL
Feb 2018,Diesel oil: premium diesel (ML),,PDL
Mar 2018,Diesel oil: premium diesel (ML),,PDL
Apr 2018,Diesel oil: premium diesel (ML),,PDL
May 2018,Diesel oil: premium diesel (ML),,PDL
Jun 2018,Diesel oil: premium diesel (ML),,PDL
Jul 2018,Diesel oil: premium diesel (ML),,PDL
Aug 2018,Diesel oil: premium diesel (ML),,PDL
Sep 2018,Diesel oil: premium diesel (ML),,PDL
Oct 2018,Diesel oil: premium diesel (ML),,PDL
Nov 2018,Diesel oil: premium diesel (ML),,PDL
Dec 2018,Diesel oil: premium diesel (ML),,PDL
Jan 2019,Diesel oil: premium diesel (ML),,PDL
Feb 2019,Diesel oil: premium diesel (ML),,PDL
Mar 2019,Diesel oil: premium diesel (ML),,PDL
Apr 2019,Diesel oil: premium diesel (ML),,PDL
May 2019,Diesel oil: premium diesel (ML),,PDL
Jun 2019,Diesel oil: premium diesel (ML),,PDL
Jul 2019,Diesel oil: premium diesel (ML),,PDL
Aug 2019,Diesel oil: premium diesel (ML),,PDL
Sep 2019,Diesel oil: premium diesel (ML),,PDL
Oct 2019,Diesel oil: premium diesel (ML),,PDL
Nov 2019,Diesel oil: premium diesel (ML),,PDL
Dec 2019,Diesel oil: premium diesel (ML),,PDL
Jan 2020,Diesel oil: premium diesel (ML),,PDL
Feb 2020,Diesel oil: premium diesel (ML),,PDL
Mar 2020,Diesel oil: premium diesel (ML),,PDL
Apr 2020,Diesel oil: premium diesel (ML),,PDL
May 2020,Diesel oil: premium diesel (ML),,PDL
Jun 2020,Diesel oil: premium diesel (ML),,PDL
Jul 2020,Diesel oil: premium diesel (ML),,PDL
Aug 2020,Diesel oil: premium diesel (ML),,PDL
Sep 2020,Diesel oil: premium diesel (ML),,PDL
Oct 2020,Diesel oil: premium diesel (ML),,PDL
Nov 2020,Diesel oil: premium diesel (ML),,PDL
Dec 2020,Diesel oil: premium diesel (ML),,PDL
Jan 2021,Diesel oil: premium diesel (ML),,PDL
Feb 2021,Diesel oil: premium diesel (ML),,PDL
Mar 2021,Diesel oil: premium diesel (ML),,PDL
Apr 2021,Diesel oil: premium diesel (ML),,PDL
May 2021,Diesel oil: premium diesel (ML),,PDL
Jun 2021,Diesel oil: premium diesel (ML),,PDL
Jul 2021,Diesel oil: premium diesel (ML),,PDL
Aug 2021,Diesel oil: premium diesel (ML),,PDL
Sep 2021,Diesel oil: premium diesel (ML),,PDL
Oct 2021,Diesel oil: premium diesel (ML),,PDL
Nov 2021,Diesel oil: premium diesel (ML),,PDL
Dec 2021,Diesel oil: premium diesel (ML),,PDL
Jan 2022,Diesel oil: premium diesel (ML),,PDL
Feb 2022,Diesel oil: premium diesel (ML),,PDL
Mar 2022,Diesel oil: premium diesel (ML),,PDL
Apr 2022,Diesel oil: premium diesel (ML),,PDL
May 2022,Diesel oil: premium diesel (ML),,PDL
Jun 2022,Diesel oil: premium diesel (ML),,PDL
Jul 2022,Diesel oil: premium diesel (ML),,PDL
Aug 2022,Diesel oil: premium diesel (ML),,PDL
Sep 2022,Diesel oil: premium diesel (ML),,PDL
Oct 2022,Diesel oil: premium diesel (ML),,PDL
Nov 2022,Diesel oil: premium diesel (ML),,PDL
Dec 2022,Diesel oil: premium diesel (ML),,PDL
Jan 2023,Diesel oil: premium diesel (ML),,PDL
Feb 2023,Diesel oil: premium diesel (ML),,PDL
Mar 2023,Diesel oil: premium diesel (ML),,PDL
Apr 2023,Diesel oil: premium diesel (ML),,PDL
May 2023,Diesel oil: premium diesel (ML),,PDL
Jun 2023,Diesel oil: premium diesel (ML),,PDL
Jul 2023,Diesel oil: premium diesel (ML),,PDL
Aug 2023,Diesel oil: premium diesel (ML),,PDL
Sep 2023,Diesel oil: premium diesel (ML),,PDL
Oct 2023,Diesel oil: premium diesel (ML),,PDL
Nov 2023,Diesel oil: premium diesel (ML),,PDL
Dec 2023,Diesel oil: premium diesel (ML),,PDL
Jan 2024,Diesel oil: premium diesel (ML),,PDL
Feb 2024,Diesel oil: premium diesel (ML),,PDL
Mar 2024,Diesel oil: premium diesel (ML),,PDL
Apr 2024,Diesel oil: premium diesel (ML),,PDL
May 2024,Diesel oil: premium diesel (ML),,PDL
Jun 2024,Diesel oil: premium diesel (ML),,PDL
Jul 2024,Diesel oil: premium diesel (ML),,PDL
Aug 2024,Diesel oil: premium diesel (ML),,PDL
Sep 2024,Diesel oil: premium diesel (ML),,PDL
Oct 2024,Diesel oil: premium diesel (ML),,PDL
Nov 2024,Diesel oil: premium diesel (ML),,PDL
Dec 2024,Diesel oil: premium diesel (ML),,PDL
Jan 2025,Diesel oil: premium diesel (ML),,PDL
Feb 2025,Diesel oil: premium diesel (ML),,PDL
Jul 2010,LPG Automotive use (ML),193.3,LPG
Aug 2010,LPG Automotive use (ML),196.0,LPG
Sep 2010,LPG Automotive use (ML),180.5,LPG
Oct 2010,LPG Automotive use (ML),169.8,LPG
Nov 2010,LPG Automotive use (ML),168.7,LPG
Dec 2010,LPG Automotive use (ML),173.7,LPG
Jan 2011,LPG Automotive use (ML),143.9,LPG
Feb 2011,LPG Automotive use (ML),155.7,LPG
Mar 2011,LPG Automotive use (ML),158.2,LPG
Apr 2011,LPG Automotive use (ML),160.7,LPG
May 2011,LPG Automotive use (ML),163.0,LPG
Jun 2011,LPG Automotive use (ML),153.8,LPG
Jul 2011,LPG Automotive use (ML),161.9,LPG
Aug 2011,LPG Automotive use (ML),168.8,LPG
Sep 2011,LPG Automotive use (ML),155.9,LPG
Oct 2011,LPG Automotive use (ML),151.5,LPG
Nov 2011,LPG Automotive use (ML),157.8,LPG
Dec 2011,LPG Automotive use (ML),153.5,LPG
Jan 2012,LPG Automotive use (ML),144.4,LPG
Feb 2012,LPG Automotive use (ML),157.3,LPG
Mar 2012,LPG Automotive use (ML),152.1,LPG
Apr 2012,LPG Automotive use (ML),142.2,LPG
May 2012,LPG Automotive use (ML),155.7,LPG
Jun 2012,LPG Automotive use (ML),141.5,LPG
Jul 2012,LPG Automotive use (ML),132.2,LPG
Aug 2012,LPG Automotive use (ML),139.3,LPG
Sep 2012,LPG Automotive use (ML),124.1,LPG
Oct 2012,LPG Automotive use (ML),130.7,LPG
Nov 2012,LPG Automotive use (ML),127.1,LPG
Dec 2012,LPG Automotive use (ML),138.1,LPG
Jan 2013,LPG Automotive use (ML),122.9,LPG
Feb 2013,LPG Automotive use (ML),127.7,LPG
Mar 2013,LPG Automotive use (ML),127.7,LPG
Apr 2013,LPG Automotive use (ML),130.4,LPG
May 2013,LPG Automotive use (ML),140.1,LPG
Jun 2013,LPG Automotive use (ML),134.7,LPG
Jul 2013,LPG Automotive use (ML),157.1,LPG
Aug 2013,LPG Automotive use (ML),156.1,LPG
Sep 2013,LPG Automotive use (ML),136.9,LPG
Oct 2013,LPG Automotive use (ML),147.7,LPG
Nov 2013,LPG Automotive use (ML),147.2,LPG
Dec 2013,LPG Automotive use (ML),156.6,LPG
Jan 2014,LPG Automotive use (ML),148.7,LPG
Feb 2014,LPG Automotive use (ML),160.3,LPG
Mar 2014,LPG Automotive use (ML),154.6,LPG
Apr 2014,LPG Automotive use (ML),147.2,LPG
May 2014,LPG Automotive use (ML),163.2,LPG
Jun 2014,LPG Automotive use (ML),147.7,LPG
Jul 2014,LPG Automotive use (ML),128.4,LPG
Aug 2014,LPG Automotive use (ML),132.3,LPG
Sep 2014,LPG Automotive use (ML),130.0,LPG
Oct 2014,LPG Automotive use (ML),125.7,LPG
Nov 2014,LPG Automotive use (ML),119.7,LPG
Dec 2014,LPG Automotive use (ML),131.6,LPG
Jan 2015,LPG Automotive use (ML),114.8,LPG
Feb 2015,LPG Automotive use (ML),115.9,LPG
Mar 2015,LPG Automotive use (ML),120.3,LPG
Apr 2015,LPG Automotive use (ML),118.6,LPG
May 2015,LPG Automotive use (ML),116.2,LPG
Jun 2015,LPG Automotive use (ML),115.8,LPG
Jul 2015,LPG Automotive use (ML),115.0,LPG
Aug 2015,LPG Automotive use (ML),120.2,LPG
Sep 2015,LPG Automotive use (ML),107.4,LPG
Oct 2015,LPG Automotive use (ML),93.8,LPG
Nov 2015,LPG Automotive use (ML),96.0,LPG
Dec 2015,LPG Automotive use (ML),104.0,LPG
Jan 2016,LPG Automotive use (ML),109.5,LPG
Feb 2016,LPG Automotive use (ML),127.5,LPG
Mar 2016,LPG Automotive use (ML),120.5,LPG
Apr 2016,LPG Automotive use (ML),111.4,LPG
May 2016,LPG Automotive use (ML),113.3,LPG
Jun 2016,LPG Automotive use (ML),110.8,LPG
Jul 2016,LPG Automotive use (ML),114.9,LPG
Aug 2016,LPG Automotive use (ML),97.4,LPG
Sep 2016,LPG Automotive use (ML),88.4,LPG
Oct 2016,LPG Automotive use (ML),89.8,LPG
Nov 2016,LPG Automotive use (ML),82.5,LPG
Dec 2016,LPG Automotive use (ML),85.7,LPG
Jan 2017,LPG Automotive use (ML),71.5,LPG
Feb 2017,LPG Automotive use (ML),75.5,LPG
Mar 2017,LPG Automotive use (ML),78.0,LPG
Apr 2017,LPG Automotive use (ML),72.6,LPG
May 2017,LPG Automotive use (ML),76.5,LPG
Jun 2017,LPG Automotive use (ML),73.5,LPG
Jul 2017,LPG Automotive use (ML),75.0,LPG
Aug 2017,LPG Automotive use (ML),74.1,LPG
Sep 2017,LPG Automotive use (ML),64.8,LPG
Oct 2017,LPG Automotive use (ML),70.4,LPG
Nov 2017,LPG Automotive use (ML),70.3,LPG
Dec 2017,LPG Automotive use (ML),69.4,LPG
Jan 2018,LPG Automotive use (ML),74.0,LPG
Feb 2018,LPG Automotive use (ML),51.6,LPG
Mar 2018,LPG Automotive use (ML),57.4,LPG
Apr 2018,LPG Automotive use (ML),55.7,LPG
May 2018,LPG Automotive use (ML),62.2,LPG
Jun 2018,LPG Automotive use (ML),52.2,LPG
Jul 2018,LPG Automotive use (ML),54.4,LPG
Aug 2018,LPG Automotive use (ML),51.5,LPG
Sep 2018,LPG Automotive use (ML),50.0,LPG
Oct 2018,LPG Automotive use (ML),55.0,LPG
Nov 2018,LPG Automotive use (ML),49.3,LPG
Dec 2018,LPG Automotive use (ML),43.6,LPG
Jan 2019,LPG Automotive use (ML),60.8,LPG
Feb 2019,LPG Automotive use (ML),45.2,LPG
Mar 2019,LPG Automotive use (ML),47.1,LPG
Apr 2019,LPG Automotive use (ML),45.0,LPG
May 2019,LPG Automotive use (ML),48.0,LPG
Jun 2019,LPG Automotive use (ML),41.5,LPG
Jul 2019,LPG Automotive use (ML),49.4,LPG
Aug 2019,LPG Automotive use (ML),46.3,LPG
Sep 2019,LPG Automotive use (ML),44.0,LPG
Oct 2019,LPG Automotive use (ML),51.3,LPG
Nov 2019,LPG Automotive use (ML),49.8,LPG
Dec 2019,LPG Automotive use (ML),42.4,LPG
Jan 2020,LPG Automotive use (ML),44.9,LPG
Feb 2020,LPG Automotive use (ML),45.8,LPG
Mar 2020,LPG Automotive use (ML),52.9,LPG
Apr 2020,LPG Automotive use (ML),27.2,LPG
May 2020,LPG Automotive use (ML),27.4,LPG
Jun 2020,LPG Automotive use (ML),32.5,LPG
Jul 2020,LPG Automotive use (ML),32.4,LPG
Aug 2020,LPG Automotive use (ML),27.7,LPG
Sep 2020,LPG Automotive use (ML),27.6,LPG
Oct 2020,LPG Automotive use (ML),31.4,LPG
Nov 2020,LPG Automotive use (ML),33.6,LPG
Dec 2020,LPG Automotive use (ML),35.9,LPG
Jan 2021,LPG Automotive use (ML),26.8,LPG
Feb 2021,LPG Automotive use (ML),26.5,LPG
Mar 2021,LPG Automotive use (ML),28.8,LPG
Apr 2021,LPG Automotive use (ML),27.1,LPG
May 2021,LPG Automotive use (ML),29.2,LPG
Jun 2021,LPG Automotive use (ML),26.5,LPG
Jul 2021,LPG Automotive use (ML),27.6,LPG
Aug 2021,LPG Automotive use (ML),24.3,LPG
Sep 2021,LPG Automotive use (ML),23.0,LPG
Oct 2021,LPG Automotive use (ML),17.3,LPG
Nov 2021,LPG Automotive use (ML),25.9,LPG
Dec 2021,LPG Automotive use (ML),23.9,LPG
Jan 2022,LPG Automotive use (ML),20.1,LPG
Feb 2022,LPG Automotive use (ML),20.3,LPG
Mar 2022,LPG Automotive use (ML),26.6,LPG
Apr 2022,LPG Automotive use (ML),23.6,LPG
May 2022,LPG Automotive use (ML),25.4,LPG
Jun 2022,LPG Automotive use (ML),23.7,LPG
Jul 2022,LPG Automotive use (ML),24.2,LPG
Aug 2022,LPG Automotive use (ML),24.1,LPG
Sep 2022,LPG Automotive use (ML),19.5,LPG
Oct 2022,LPG Automotive use (ML),22.6,LPG
Nov 2022,LPG Automotive use (ML),21.5,LPG
Dec 2022,LPG Automotive use (ML),21.7,LPG
Jan 2023,LPG Automotive use (ML),22.6,LPG
Feb 2023,LPG Automotive use (ML),19.3,LPG
Mar 2023,LPG Automotive use (ML),23.4,LPG
Apr 2023,LPG Automotive use (ML),22.6,LPG
May 2023,LPG Automotive use (ML),21.2,LPG
Jun 2023,LPG Automotive use (ML),18.5,LPG
Jul 2023,LPG Automotive use (ML),23.1,LPG
Aug 2023,LPG Automotive use (ML),21.1,LPG
Sep 2023,LPG Automotive use (ML),19.5,LPG
Oct 2023,LPG Automotive use (ML),21.2,LPG
Nov 2023,LPG Automotive use (ML),20.1,LPG
Dec 2023,LPG Automotive use (ML),20.9,LPG
Jan 2024,LPG Automotive use (ML),18.5,LPG
Feb 2024,LPG Automotive use (ML),20.2,LPG
Mar 2024,LPG Automotive use (ML),20.0,LPG
Apr 2024,LPG Automotive use (ML),19.2,LPG
May 2024,LPG Automotive use (ML),19.6,LPG
Jun 2024,LPG Automotive use (ML),18.4,LPG
Jul 2024,LPG Automotive use (ML),20.0,LPG
Aug 2024,LPG Automotive use (ML),17.2,LPG
Sep 2024,LPG Automotive use (ML),20.6,LPG
Oct 2024,LPG Automotive use (ML),22.2,LPG
Nov 2024,LPG Automotive use (ML),20.5,LPG
Dec 2024,LPG Automotive use (ML),23.2,LPG
Jan 2025,LPG Automotive use (ML),20.4,LPG
Feb 2025,LPG Automotive use (ML),19.1,LPG
